Date,Close
23-Apr-19,$2933.68
22-Apr-19,$2907.97
18-Apr-19,$2905.03
17-Apr-19,$2900.45
16-Apr-19,$2907.06
15-Apr-19,$2905.58
12-Apr-19,$2907.41
11-Apr-19,$2888.32
10-Apr-19,$2888.21
9-Apr-19,$2878.20
8-Apr-19,$2895.77
5-Apr-19,$2892.74
4-Apr-19,$2879.39
3-Apr-19,$2873.40
2-Apr-19,$2867.24
1-Apr-19,$2867.19
29-Mar-19,$2834.40
28-Mar-19,$2815.44
27-Mar-19,$2805.37
26-Mar-19,$2818.46
25-Mar-19,$2798.36
22-Mar-19,$2800.71
21-Mar-19,$2854.88
20-Mar-19,$2824.23
19-Mar-19,$2832.57
18-Mar-19,$2832.94
15-Mar-19,$2822.48
14-Mar-19,$2808.48
13-Mar-19,$2810.92
12-Mar-19,$2791.52
11-Mar-19,$2783.30
8-Mar-19,$2743.07
7-Mar-19,$2748.93
6-Mar-19,$2771.45
5-Mar-19,$2789.65
4-Mar-19,$2792.81
1-Mar-19,$2803.69
28-Feb-19,$2784.49
27-Feb-19,$2792.38
26-Feb-19,$2793.90
25-Feb-19,$2796.11
22-Feb-19,$2792.67
21-Feb-19,$2774.88
20-Feb-19,$2784.70
19-Feb-19,$2779.76
15-Feb-19,$2775.60
14-Feb-19,$2745.73
13-Feb-19,$2753.03
12-Feb-19,$2744.73
11-Feb-19,$2709.80
8-Feb-19,$2707.88
7-Feb-19,$2706.05
6-Feb-19,$2731.62
5-Feb-19,$2737.70
4-Feb-19,$2724.87
1-Feb-19,$2706.53
31-Jan-19,$2704.10
30-Jan-19,$2681.05
29-Jan-19,$2640.00
28-Jan-19,$2643.85
25-Jan-19,$2664.76
24-Jan-19,$2642.33
23-Jan-19,$2638.70
22-Jan-19,$2632.90
18-Jan-19,$2670.71
17-Jan-19,$2635.96
16-Jan-19,$2616.10
15-Jan-19,$2610.30
14-Jan-19,$2582.61
11-Jan-19,$2596.26
10-Jan-19,$2596.64
9-Jan-19,$2584.96
8-Jan-19,$2574.41
7-Jan-19,$2549.69
4-Jan-19,$2531.94
3-Jan-19,$2447.89
2-Jan-19,$2510.03
31-Dec-18,$2506.85
28-Dec-18,$2485.74
27-Dec-18,$2488.83
26-Dec-18,$2467.70
24-Dec-18,$2351.10
21-Dec-18,$2416.62
20-Dec-18,$2467.42
19-Dec-18,$2506.96
18-Dec-18,$2546.16
17-Dec-18,$2545.94
14-Dec-18,$2599.95
13-Dec-18,$2650.54
12-Dec-18,$2651.07
11-Dec-18,$2636.78
10-Dec-18,$2637.72
7-Dec-18,$2633.08
6-Dec-18,$2695.95
4-Dec-18,$2700.06
3-Dec-18,$2790.37
30-Nov-18,$2760.17
29-Nov-18,$2737.76
28-Nov-18,$2743.79
27-Nov-18,$2682.17
26-Nov-18,$2673.45
23-Nov-18,$2632.56
21-Nov-18,$2649.93
20-Nov-18,$2641.89
19-Nov-18,$2690.73
16-Nov-18,$2736.27
15-Nov-18,$2730.20
14-Nov-18,$2701.58
13-Nov-18,$2722.18
12-Nov-18,$2726.22
9-Nov-18,$2781.01
8-Nov-18,$2806.83
7-Nov-18,$2813.89
6-Nov-18,$2755.45
5-Nov-18,$2738.31
2-Nov-18,$2723.06
1-Nov-18,$2740.37
31-Oct-18,$2711.74
30-Oct-18,$2682.63
29-Oct-18,$2641.25
26-Oct-18,$2658.69
25-Oct-18,$2705.57
24-Oct-18,$2656.10
23-Oct-18,$2740.69
22-Oct-18,$2755.88
19-Oct-18,$2767.78
18-Oct-18,$2768.78
17-Oct-18,$2809.21
16-Oct-18,$2809.92
15-Oct-18,$2750.79
12-Oct-18,$2767.13
11-Oct-18,$2728.37
10-Oct-18,$2785.68
9-Oct-18,$2880.34
8-Oct-18,$2884.43
5-Oct-18,$2885.57
4-Oct-18,$2901.61
3-Oct-18,$2925.51
2-Oct-18,$2923.43
1-Oct-18,$2924.59
28-Sep-18,$2913.98
27-Sep-18,$2914.00
26-Sep-18,$2905.97
25-Sep-18,$2915.56
24-Sep-18,$2919.37
21-Sep-18,$2929.67
20-Sep-18,$2930.75
19-Sep-18,$2907.95
18-Sep-18,$2904.31
17-Sep-18,$2888.80
14-Sep-18,$2904.98
13-Sep-18,$2904.18
12-Sep-18,$2888.92
11-Sep-18,$2887.89
10-Sep-18,$2877.13
7-Sep-18,$2871.68
6-Sep-18,$2878.05
5-Sep-18,$2888.60
4-Sep-18,$2896.72
31-Aug-18,$2901.52
30-Aug-18,$2901.13
29-Aug-18,$2914.04
28-Aug-18,$2897.52
27-Aug-18,$2896.74
24-Aug-18,$2874.69
23-Aug-18,$2856.98
22-Aug-18,$2861.82
21-Aug-18,$2862.96
20-Aug-18,$2857.05
17-Aug-18,$2850.13
16-Aug-18,$2840.69
15-Aug-18,$2818.37
14-Aug-18,$2839.96
13-Aug-18,$2821.93
10-Aug-18,$2833.28
9-Aug-18,$2853.58
8-Aug-18,$2857.70
7-Aug-18,$2858.45
6-Aug-18,$2850.40
3-Aug-18,$2840.35
2-Aug-18,$2827.22
1-Aug-18,$2813.37
31-Jul-18,$2816.29
30-Jul-18,$2802.60
27-Jul-18,$2818.82
26-Jul-18,$2837.44
25-Jul-18,$2846.07
24-Jul-18,$2820.40
23-Jul-18,$2806.98
20-Jul-18,$2801.83
19-Jul-18,$2804.49
18-Jul-18,$2815.62
17-Jul-18,$2809.55
16-Jul-18,$2798.43
13-Jul-18,$2801.31
12-Jul-18,$2798.29
11-Jul-18,$2774.02
10-Jul-18,$2793.84
9-Jul-18,$2784.17
6-Jul-18,$2759.82
5-Jul-18,$2736.61
3-Jul-18,$2713.22
2-Jul-18,$2726.71
29-Jun-18,$2718.37
28-Jun-18,$2716.31
27-Jun-18,$2699.63
26-Jun-18,$2723.06
25-Jun-18,$2717.07
22-Jun-18,$2754.88
21-Jun-18,$2749.76
20-Jun-18,$2767.32
19-Jun-18,$2762.59
18-Jun-18,$2773.75
15-Jun-18,$2779.66
14-Jun-18,$2782.49
13-Jun-18,$2775.63
12-Jun-18,$2786.85
11-Jun-18,$2782.00
8-Jun-18,$2779.03
7-Jun-18,$2770.37
6-Jun-18,$2772.35
5-Jun-18,$2748.80
4-Jun-18,$2746.87
1-Jun-18,$2734.62
31-May-18,$2705.27
30-May-18,$2724.01
29-May-18,$2689.86
25-May-18,$2721.33
24-May-18,$2727.76
23-May-18,$2733.29
22-May-18,$2724.44
21-May-18,$2733.01
18-May-18,$2712.97
17-May-18,$2720.13
16-May-18,$2722.46
15-May-18,$2711.45
14-May-18,$2730.13
11-May-18,$2727.72
10-May-18,$2723.07
9-May-18,$2697.79
8-May-18,$2671.92
7-May-18,$2672.63
4-May-18,$2663.42
3-May-18,$2629.73
2-May-18,$2635.67
1-May-18,$2654.80
30-Apr-18,$2648.05
27-Apr-18,$2669.91
26-Apr-18,$2666.94
25-Apr-18,$2639.40
24-Apr-18,$2634.56
23-Apr-18,$2670.29
20-Apr-18,$2670.14
19-Apr-18,$2693.13
18-Apr-18,$2708.64
17-Apr-18,$2706.39
16-Apr-18,$2677.84
13-Apr-18,$2656.30
12-Apr-18,$2663.99
11-Apr-18,$2642.19
10-Apr-18,$2656.87
9-Apr-18,$2613.16
6-Apr-18,$2604.47
5-Apr-18,$2662.84
4-Apr-18,$2644.69
3-Apr-18,$2614.45
2-Apr-18,$2581.88
29-Mar-18,$2640.87
28-Mar-18,$2605.00
27-Mar-18,$2612.62
26-Mar-18,$2658.55
23-Mar-18,$2588.26
22-Mar-18,$2643.69
21-Mar-18,$2711.93
20-Mar-18,$2716.94
19-Mar-18,$2712.92
16-Mar-18,$2752.01
15-Mar-18,$2747.33
14-Mar-18,$2749.48
13-Mar-18,$2765.31
12-Mar-18,$2783.02
9-Mar-18,$2786.57
8-Mar-18,$2738.97
7-Mar-18,$2726.80
6-Mar-18,$2728.12
5-Mar-18,$2720.94
2-Mar-18,$2691.25
1-Mar-18,$2677.67
28-Feb-18,$2713.83
27-Feb-18,$2744.28
26-Feb-18,$2779.60
23-Feb-18,$2747.30
22-Feb-18,$2703.96
21-Feb-18,$2701.33
20-Feb-18,$2716.26
16-Feb-18,$2732.22
15-Feb-18,$2731.20
14-Feb-18,$2698.63
13-Feb-18,$2662.94
12-Feb-18,$2656.00
9-Feb-18,$2619.55
8-Feb-18,$2581.00
7-Feb-18,$2681.66
6-Feb-18,$2695.14
5-Feb-18,$2648.94
2-Feb-18,$2762.13
1-Feb-18,$2821.98
31-Jan-18,$2823.81
30-Jan-18,$2822.43
29-Jan-18,$2853.53
26-Jan-18,$2872.87
25-Jan-18,$2839.25
24-Jan-18,$2837.54
23-Jan-18,$2839.13
22-Jan-18,$2832.97
19-Jan-18,$2810.30
18-Jan-18,$2798.03
17-Jan-18,$2802.56
16-Jan-18,$2776.42
12-Jan-18,$2786.24
11-Jan-18,$2767.56
10-Jan-18,$2748.23
9-Jan-18,$2751.29
8-Jan-18,$2747.71
5-Jan-18,$2743.15
4-Jan-18,$2723.99
3-Jan-18,$2713.06
2-Jan-18,$2695.81
29-Dec-17,$2673.61
28-Dec-17,$2687.54
27-Dec-17,$2682.62
26-Dec-17,$2680.50
22-Dec-17,$2683.34
21-Dec-17,$2684.57
20-Dec-17,$2679.25
19-Dec-17,$2681.47
18-Dec-17,$2690.16
15-Dec-17,$2675.81
14-Dec-17,$2652.01
13-Dec-17,$2662.85
12-Dec-17,$2664.11
11-Dec-17,$2659.99
8-Dec-17,$2651.50
7-Dec-17,$2636.98
6-Dec-17,$2629.27
5-Dec-17,$2629.57
4-Dec-17,$2639.44
1-Dec-17,$2642.22
30-Nov-17,$2647.58
29-Nov-17,$2626.07
28-Nov-17,$2627.04
27-Nov-17,$2601.42
24-Nov-17,$2602.42
22-Nov-17,$2597.08
21-Nov-17,$2599.03
20-Nov-17,$2582.14
17-Nov-17,$2578.85
16-Nov-17,$2585.64
15-Nov-17,$2564.62
14-Nov-17,$2578.87
13-Nov-17,$2584.84
10-Nov-17,$2582.30
9-Nov-17,$2584.62
8-Nov-17,$2594.38
7-Nov-17,$2590.64
6-Nov-17,$2591.13
3-Nov-17,$2587.84
2-Nov-17,$2579.85
1-Nov-17,$2579.36
31-Oct-17,$2575.26
30-Oct-17,$2572.83
27-Oct-17,$2581.07
26-Oct-17,$2560.40
25-Oct-17,$2557.15
24-Oct-17,$2569.13
23-Oct-17,$2564.98
20-Oct-17,$2575.21
19-Oct-17,$2562.10
18-Oct-17,$2561.26
17-Oct-17,$2559.36
16-Oct-17,$2557.64
13-Oct-17,$2553.17
12-Oct-17,$2550.93
11-Oct-17,$2555.24
10-Oct-17,$2550.64
9-Oct-17,$2544.73
6-Oct-17,$2549.33
5-Oct-17,$2552.07
4-Oct-17,$2537.74
3-Oct-17,$2534.58
2-Oct-17,$2529.12
29-Sep-17,$2519.36
28-Sep-17,$2510.06
27-Sep-17,$2507.04
26-Sep-17,$2496.84
25-Sep-17,$2496.66
22-Sep-17,$2502.22
21-Sep-17,$2500.60
20-Sep-17,$2508.24
19-Sep-17,$2506.65
18-Sep-17,$2503.87
15-Sep-17,$2500.23
14-Sep-17,$2495.62
13-Sep-17,$2498.37
12-Sep-17,$2496.48
11-Sep-17,$2488.11
8-Sep-17,$2461.43
7-Sep-17,$2465.10
6-Sep-17,$2465.54
5-Sep-17,$2457.85
1-Sep-17,$2476.55
31-Aug-17,$2471.65
30-Aug-17,$2457.59
29-Aug-17,$2446.30
28-Aug-17,$2444.24
25-Aug-17,$2443.05
24-Aug-17,$2438.97
23-Aug-17,$2444.04
22-Aug-17,$2452.51
21-Aug-17,$2428.37
18-Aug-17,$2425.55
17-Aug-17,$2430.01
16-Aug-17,$2468.11
15-Aug-17,$2464.61
14-Aug-17,$2465.84
11-Aug-17,$2441.32
10-Aug-17,$2438.21
9-Aug-17,$2474.02
8-Aug-17,$2474.92
7-Aug-17,$2480.91
4-Aug-17,$2476.83
3-Aug-17,$2472.16
2-Aug-17,$2477.57
1-Aug-17,$2476.35
31-Jul-17,$2470.30
28-Jul-17,$2472.10
27-Jul-17,$2475.42
26-Jul-17,$2477.83
25-Jul-17,$2477.13
24-Jul-17,$2469.91
21-Jul-17,$2472.54
20-Jul-17,$2473.45
19-Jul-17,$2473.83
18-Jul-17,$2460.61
17-Jul-17,$2459.14
14-Jul-17,$2459.27
13-Jul-17,$2447.83
12-Jul-17,$2443.25
11-Jul-17,$2425.53
10-Jul-17,$2427.43
7-Jul-17,$2425.18
6-Jul-17,$2409.75
5-Jul-17,$2432.54
3-Jul-17,$2429.01
30-Jun-17,$2423.41
29-Jun-17,$2419.70
28-Jun-17,$2440.69
27-Jun-17,$2419.38
26-Jun-17,$2439.07
23-Jun-17,$2438.30
22-Jun-17,$2434.50
21-Jun-17,$2435.61
20-Jun-17,$2437.03
19-Jun-17,$2453.46
16-Jun-17,$2433.15
15-Jun-17,$2432.46
14-Jun-17,$2437.92
13-Jun-17,$2440.35
12-Jun-17,$2429.39
9-Jun-17,$2431.77
8-Jun-17,$2433.79
7-Jun-17,$2433.14
6-Jun-17,$2429.33
5-Jun-17,$2436.10
2-Jun-17,$2439.07
1-Jun-17,$2430.06
31-May-17,$2411.80
30-May-17,$2412.91
26-May-17,$2415.82
25-May-17,$2415.07
24-May-17,$2404.39
23-May-17,$2398.42
22-May-17,$2394.02
19-May-17,$2381.73
18-May-17,$2365.72
17-May-17,$2357.03
16-May-17,$2400.67
15-May-17,$2402.32
12-May-17,$2390.90
11-May-17,$2394.44
10-May-17,$2399.63
9-May-17,$2396.92
8-May-17,$2399.38
5-May-17,$2399.29
4-May-17,$2389.52
3-May-17,$2388.14
2-May-17,$2391.17
1-May-17,$2388.33
28-Apr-17,$2384.20
27-Apr-17,$2388.77
26-Apr-17,$2387.45
25-Apr-17,$2388.62
24-Apr-17,$2374.15
21-Apr-17,$2348.70
20-Apr-17,$2355.84
19-Apr-17,$2338.17
18-Apr-17,$2342.19
17-Apr-17,$2349.01
13-Apr-17,$2328.95
12-Apr-17,$2344.93
11-Apr-17,$2353.78
10-Apr-17,$2357.16
7-Apr-17,$2355.54
6-Apr-17,$2357.49
5-Apr-17,$2352.95
4-Apr-17,$2360.16
3-Apr-17,$2358.84
31-Mar-17,$2362.72
30-Mar-17,$2368.06
29-Mar-17,$2361.13
28-Mar-17,$2358.57
27-Mar-17,$2341.59
24-Mar-17,$2343.98
23-Mar-17,$2345.96
22-Mar-17,$2348.45
21-Mar-17,$2344.02
20-Mar-17,$2373.47
17-Mar-17,$2378.25
16-Mar-17,$2381.38
15-Mar-17,$2385.26
14-Mar-17,$2365.45
13-Mar-17,$2373.47
10-Mar-17,$2372.60
9-Mar-17,$2364.87
8-Mar-17,$2362.98
7-Mar-17,$2368.39
6-Mar-17,$2375.31
3-Mar-17,$2383.12
2-Mar-17,$2381.92
1-Mar-17,$2395.96
28-Feb-17,$2363.64
27-Feb-17,$2369.75
24-Feb-17,$2367.34
23-Feb-17,$2363.81
22-Feb-17,$2362.82
21-Feb-17,$2365.38
17-Feb-17,$2351.16
16-Feb-17,$2347.22
15-Feb-17,$2349.25
14-Feb-17,$2337.58
13-Feb-17,$2328.25
10-Feb-17,$2316.10
9-Feb-17,$2307.87
8-Feb-17,$2294.67
7-Feb-17,$2293.08
6-Feb-17,$2292.56
3-Feb-17,$2297.42
2-Feb-17,$2280.85
1-Feb-17,$2279.55
31-Jan-17,$2278.87
30-Jan-17,$2280.90
27-Jan-17,$2294.69
26-Jan-17,$2296.68
25-Jan-17,$2298.37
24-Jan-17,$2280.07
23-Jan-17,$2265.20
20-Jan-17,$2271.31
19-Jan-17,$2263.69
18-Jan-17,$2271.89
17-Jan-17,$2267.89
13-Jan-17,$2274.64
12-Jan-17,$2270.44
11-Jan-17,$2275.32
10-Jan-17,$2268.90
9-Jan-17,$2268.90
6-Jan-17,$2276.98
5-Jan-17,$2269.00
4-Jan-17,$2270.75
3-Jan-17,$2257.83
30-Dec-16,$2238.83
29-Dec-16,$2249.26
28-Dec-16,$2249.92
27-Dec-16,$2268.88
23-Dec-16,$2263.79
22-Dec-16,$2260.96
21-Dec-16,$2265.18
20-Dec-16,$2270.76
19-Dec-16,$2262.53
16-Dec-16,$2258.07
15-Dec-16,$2262.03
14-Dec-16,$2253.28
13-Dec-16,$2271.72
12-Dec-16,$2256.96
9-Dec-16,$2259.53
8-Dec-16,$2246.19
7-Dec-16,$2241.35
6-Dec-16,$2212.23
5-Dec-16,$2204.71
2-Dec-16,$2191.95
1-Dec-16,$2191.08
30-Nov-16,$2198.81
29-Nov-16,$2204.66
28-Nov-16,$2201.72
25-Nov-16,$2213.35
23-Nov-16,$2204.72
22-Nov-16,$2202.94
21-Nov-16,$2198.18
18-Nov-16,$2181.90
17-Nov-16,$2187.12
16-Nov-16,$2176.94
15-Nov-16,$2180.39
14-Nov-16,$2164.20
11-Nov-16,$2164.45
10-Nov-16,$2167.48
9-Nov-16,$2163.26
8-Nov-16,$2139.56
7-Nov-16,$2131.52
4-Nov-16,$2085.18
3-Nov-16,$2088.66
2-Nov-16,$2097.94
1-Nov-16,$2111.72
31-Oct-16,$2126.15
28-Oct-16,$2126.41
27-Oct-16,$2133.04
26-Oct-16,$2139.43
25-Oct-16,$2143.16
24-Oct-16,$2151.33
21-Oct-16,$2141.16
20-Oct-16,$2141.34
19-Oct-16,$2144.29
18-Oct-16,$2139.60
17-Oct-16,$2126.50
14-Oct-16,$2132.98
13-Oct-16,$2132.55
12-Oct-16,$2139.18
11-Oct-16,$2136.73
10-Oct-16,$2163.66
7-Oct-16,$2153.74
6-Oct-16,$2160.77
5-Oct-16,$2159.73
4-Oct-16,$2150.49
3-Oct-16,$2161.20
30-Sep-16,$2168.27
29-Sep-16,$2151.13
28-Sep-16,$2171.37
27-Sep-16,$2159.93
26-Sep-16,$2146.10
23-Sep-16,$2164.69
22-Sep-16,$2177.18
21-Sep-16,$2163.12
20-Sep-16,$2139.76
19-Sep-16,$2139.12
16-Sep-16,$2139.16
15-Sep-16,$2147.26
14-Sep-16,$2125.77
13-Sep-16,$2127.02
12-Sep-16,$2159.04
9-Sep-16,$2127.81
8-Sep-16,$2181.30
7-Sep-16,$2186.16
6-Sep-16,$2186.48
2-Sep-16,$2179.98
1-Sep-16,$2170.86
31-Aug-16,$2170.95
30-Aug-16,$2176.12
29-Aug-16,$2180.38
26-Aug-16,$2169.04
25-Aug-16,$2172.47
24-Aug-16,$2175.44
23-Aug-16,$2186.90
22-Aug-16,$2182.64
19-Aug-16,$2183.87
18-Aug-16,$2187.02
17-Aug-16,$2182.22
16-Aug-16,$2178.15
15-Aug-16,$2190.15
12-Aug-16,$2184.05
11-Aug-16,$2185.79
10-Aug-16,$2175.49
9-Aug-16,$2181.74
8-Aug-16,$2180.89
5-Aug-16,$2182.87
4-Aug-16,$2164.25
3-Aug-16,$2163.79
2-Aug-16,$2157.03
1-Aug-16,$2170.84
29-Jul-16,$2173.60
28-Jul-16,$2170.06
27-Jul-16,$2166.58
26-Jul-16,$2169.18
25-Jul-16,$2168.48
22-Jul-16,$2175.03
21-Jul-16,$2165.17
20-Jul-16,$2173.02
19-Jul-16,$2163.78
18-Jul-16,$2166.89
15-Jul-16,$2161.74
14-Jul-16,$2163.75
13-Jul-16,$2152.43
12-Jul-16,$2152.14
11-Jul-16,$2137.16
8-Jul-16,$2129.90
7-Jul-16,$2097.90
6-Jul-16,$2099.73
5-Jul-16,$2088.55
1-Jul-16,$2102.95
30-Jun-16,$2098.86
29-Jun-16,$2070.77
28-Jun-16,$2036.09
27-Jun-16,$2000.54
24-Jun-16,$2037.41
23-Jun-16,$2113.32
22-Jun-16,$2085.45
21-Jun-16,$2088.90
20-Jun-16,$2083.25
17-Jun-16,$2071.22
16-Jun-16,$2077.99
15-Jun-16,$2071.50
14-Jun-16,$2075.32
13-Jun-16,$2079.06
10-Jun-16,$2096.07
9-Jun-16,$2115.48
8-Jun-16,$2119.12
7-Jun-16,$2112.13
6-Jun-16,$2109.41
3-Jun-16,$2099.13
2-Jun-16,$2105.26
1-Jun-16,$2099.33
31-May-16,$2096.96
27-May-16,$2099.06
26-May-16,$2090.10
25-May-16,$2090.54
24-May-16,$2076.06
23-May-16,$2048.04
20-May-16,$2052.32
19-May-16,$2040.04
18-May-16,$2047.63
17-May-16,$2047.21
16-May-16,$2066.66
13-May-16,$2046.61
12-May-16,$2064.11
11-May-16,$2064.46
10-May-16,$2084.39
9-May-16,$2058.69
6-May-16,$2057.14
5-May-16,$2050.63
4-May-16,$2051.12
3-May-16,$2063.37
2-May-16,$2081.43
29-Apr-16,$2065.30
28-Apr-16,$2075.81
27-Apr-16,$2095.15
26-Apr-16,$2091.70
25-Apr-16,$2087.79
22-Apr-16,$2091.58
21-Apr-16,$2091.48
20-Apr-16,$2102.40
19-Apr-16,$2100.80
18-Apr-16,$2094.34
15-Apr-16,$2080.73
14-Apr-16,$2082.78
13-Apr-16,$2082.42
12-Apr-16,$2061.72
11-Apr-16,$2041.99
8-Apr-16,$2047.60
7-Apr-16,$2041.91
6-Apr-16,$2066.66
5-Apr-16,$2045.17
4-Apr-16,$2066.13
1-Apr-16,$2072.78
31-Mar-16,$2059.74
30-Mar-16,$2063.95
29-Mar-16,$2055.01
28-Mar-16,$2037.05
24-Mar-16,$2035.94
23-Mar-16,$2036.71
22-Mar-16,$2049.80
21-Mar-16,$2051.60
18-Mar-16,$2049.58
17-Mar-16,$2040.59
16-Mar-16,$2027.22
15-Mar-16,$2015.93
14-Mar-16,$2019.64
11-Mar-16,$2022.19
10-Mar-16,$1989.57
9-Mar-16,$1989.27
8-Mar-16,$1979.26
7-Mar-16,$2001.76
4-Mar-16,$1999.99
3-Mar-16,$1993.40
2-Mar-16,$1986.45
1-Mar-16,$1978.35
29-Feb-16,$1932.23
26-Feb-16,$1948.05
25-Feb-16,$1951.70
24-Feb-16,$1929.80
23-Feb-16,$1921.27
22-Feb-16,$1945.50
19-Feb-16,$1917.78
18-Feb-16,$1917.83
17-Feb-16,$1926.83
16-Feb-16,$1895.58
12-Feb-16,$1864.78
11-Feb-16,$1829.08
10-Feb-16,$1851.86
9-Feb-16,$1852.21
8-Feb-16,$1853.44
5-Feb-16,$1880.05
4-Feb-16,$1915.45
3-Feb-16,$1912.53
2-Feb-16,$1903.03
1-Feb-16,$1939.38
29-Jan-16,$1940.24
28-Jan-16,$1893.36
27-Jan-16,$1882.95
26-Jan-16,$1903.63
25-Jan-16,$1877.08
22-Jan-16,$1906.90
21-Jan-16,$1868.99
20-Jan-16,$1859.33
19-Jan-16,$1881.33
15-Jan-16,$1880.33
14-Jan-16,$1921.84
13-Jan-16,$1890.28
